0 48
20 47
40 49
60 47
80 82
100 47
120 46
140 67
160 46
180 45
200 77
220 44
240 63
260 45
280 66
300 45
320 66
340 45
360 49
380 46
400 79
420 46
440 81
460 47
480 70
500 48
520 53
540 48
560 52
580 48
600 50
620 49
640 84
660 49
680 84
700 49
720 89
740 48
760 69
780 48
800 84
820 47
840 71
860 47
880 51
900 48
920 73
940 47
960 50
980 48
1000 50
1020 48
1040 47
1060 81
1080 47
1100 46
1120 69
1140 47
1160 59
1180 47
1200 46
1220 67
1240 47
1260 46
1280 45
1300 50
1320 46
1340 45
1360 69
1380 45
1400 61
1420 45
1440 62
1460 45
1480 71
1500 46
1520 66
1540 46
1560 51
1580 47
1600 58
1620 47
1640 55
1660 47
1680 55
1700 47
1720 52
1740 48
1760 87
1780 48
1800 86
1820 49
1840 48
1860 47
1880 53
1900 47
1920 79
1940 47
1960 46
1980 71
